2013 Federal Election House of Representatives Distribution of Preferences By Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,CountNum,BallotPosition,CandidateId,Surname,GivenNm,PartyAb,PartyNm,SittingMemberFl,CalculationType,CalculationValue
"ACT","101","Canberra","0","ABSENT","0","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Preference Count","435"
"ACT","101","Canberra","0","ABSENT","0","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Preference Percent","28.710"
"ACT","101","Canberra","0","ABSENT","0","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Transfer Count","0"
"ACT","101","Canberra","0","ABSENT","0","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Transfer Percent","0.000"
"ACT","101","Canberra","0","ABSENT","0","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Preference Count","287"
"ACT","101","Canberra","0","ABSENT","0","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Preference Percent","18.940"
"ACT","101","Canberra","0","ABSENT","0","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Transfer Count","0"
"ACT","101","Canberra","0","ABSENT","0","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Transfer Percent","0.000"
"ACT","101","Canberra","0","ABSENT","0","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Preference Count","64"
"ACT","101","Canberra","0","ABSENT","0","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Preference Percent","4.220"
"ACT","101","Canberra","0","ABSENT","0","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Transfer Count","0"
"ACT","101","Canberra","0","ABSENT","0","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Transfer Percent","0.000"
"ACT","101","Canberra","0","ABSENT","0","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Preference Count","103"
"ACT","101","Canberra","0","ABSENT","0","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Preference Percent","6.800"
"ACT","101","Canberra","0","ABSENT","0","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Transfer Count","0"
"ACT","101","Canberra","0","ABSENT","0","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Transfer Percent","0.000"
"ACT","101","Canberra","0","ABSENT","0","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Preference Count","605"
"ACT","101","Canberra","0","ABSENT","0","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Preference Percent","39.930"
"ACT","101","Canberra","0","ABSENT","0","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Transfer Count","0"
"ACT","101","Canberra","0","ABSENT","0","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Transfer Percent","0.000"
"ACT","101","Canberra","0","ABSENT","0","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Preference Count","21"
"ACT","101","Canberra","0","ABSENT","0","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Preference Percent","1.390"
"ACT","101","Canberra","0","ABSENT","0","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Transfer Count","0"
"ACT","101","Canberra","0","ABSENT","0","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Transfer Percent","0.000"
"ACT","101","Canberra","0","ABSENT","1","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Preference Count","436"
"ACT","101","Canberra","0","ABSENT","1","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Preference Percent","28.780"
"ACT","101","Canberra","0","ABSENT","1","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Transfer Count","1"
"ACT","101","Canberra","0","ABSENT","1","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Transfer Percent","4.760"
"ACT","101","Canberra","0","ABSENT","1","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Preference Count","290"
"ACT","101","Canberra","0","ABSENT","1","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Preference Percent","19.140"
"ACT","101","Canberra","0","ABSENT","1","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Transfer Count","3"
"ACT","101","Canberra","0","ABSENT","1","2","24895","MELROSE","Julie Dana","GRN","Australian Greens","N","Transfer Percent","14.290"
"ACT","101","Canberra","0","ABSENT","1","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Preference Count","66"
"ACT","101","Canberra","0","ABSENT","1","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Preference Percent","4.360"
"ACT","101","Canberra","0","ABSENT","1","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Transfer Count","2"
"ACT","101","Canberra","0","ABSENT","1","3","24239","HANLEY","Tony","PUP","Palmer United Party","N","Transfer Percent","9.520"
"ACT","101","Canberra","0","ABSENT","1","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Preference Count","113"
"ACT","101","Canberra","0","ABSENT","1","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Preference Percent","7.460"
"ACT","101","Canberra","0","ABSENT","1","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Transfer Count","10"
"ACT","101","Canberra","0","ABSENT","1","4","24118","MAHER","Damien Owen","BTA","Bullet Train For Australia","N","Transfer Percent","47.620"
"ACT","101","Canberra","0","ABSENT","1","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Preference Count","610"
"ACT","101","Canberra","0","ABSENT","1","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Preference Percent","40.260"
"ACT","101","Canberra","0","ABSENT","1","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Transfer Count","5"
"ACT","101","Canberra","0","ABSENT","1","5","24122","BRODTMANN","Gai Marie","ALP","Australian Labor Party (ACT Branch)","Y","Transfer Percent","23.810"
"ACT","101","Canberra","0","ABSENT","1","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Preference Count","0"
"ACT","101","Canberra","0","ABSENT","1","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Preference Percent","0.000"
"ACT","101","Canberra","0","ABSENT","1","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Transfer Count","-21"
"ACT","101","Canberra","0","ABSENT","1","6","24238","BURT","Nicolle Maria","SPA","Secular Party of Australia","N","Transfer Percent","-100.000"
"ACT","101","Canberra","0","ABSENT","2","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Preference Count","457"
"ACT","101","Canberra","0","ABSENT","2","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Preference Percent","30.170"
"ACT","101","Canberra","0","ABSENT","2","1","24857","SEFTON","Thomas","LP","Liberal Party of Australia - ACT Division","N","Transfer Count","21"
